,SMILES,Scaffold,Decorations,Likelihoods,Gat_pred_pIC50,hba_lipinski,hbd_lipinski,slog_p,tpsa,n_stereo,n_rotatable
585,O=C(N)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,O=C(*)N,9.791457176208496,5.250061988830566,4,2,3.1450000000000014,105.39000000000001,1,2
51,C1CNCCC1CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C1CNCCC1C*,9.7921142578125,5.430776119232178,4,2,4.065900000000003,74.33000000000001,1,4
1270,FC(F)(c1cc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(C(F)(F)F)c1)F,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,FC(F)(c1cc(C(*)=O)cc(C(F)(F)F)c1)F,9.793120384216309,5.390693187713623,4,1,6.944300000000004,79.37,1,3
566,c1c(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(C)cc(C)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C*)c(C)cc(C)c1,9.807263374328613,5.43480110168457,3,1,5.883340000000005,62.300000000000004,1,4
1360,C(OC(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O)c1ccccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(OC(=O)*)c1ccccc1,9.820256233215332,4.8204474449157715,5,1,5.403100000000005,88.6,1,4
32,C(C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O)c1ccc(C)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(C(*)=O)c1ccc(C)cc1,9.825697898864746,5.291669845581055,4,1,5.144020000000004,79.37,1,4
875,C1COCCC1CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C1COCCC1C*,9.826028823852539,5.541231155395508,4,1,4.492900000000003,71.53,1,4
1250,C(c1c(F)cc(F)cc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*Cc1c(F)cc(F)cc1,9.828401565551758,5.628846645355225,3,1,5.544700000000004,62.300000000000004,1,4
817,c1ccc(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(OC)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1ccc(C*)c(OC)c1,9.833250045776367,5.530547142028809,4,1,5.275100000000005,71.53,1,5
1191,c1(CCCCN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(CCCC*)ccccc1,9.833934783935547,5.547725677490234,3,1,6.089200000000006,62.300000000000004,1,7
256,O=C(CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O)C,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,O=C(C*)C,9.841474533081055,5.954553127288818,4,1,3.655300000000002,79.37,1,4
715,n1ccccc1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,n1ccccc1C(=O)*,9.848016738891602,5.4305830001831055,5,1,4.301700000000003,92.25999999999999,1,3
192,c1cc(CC(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc1Cl,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(CC(=O)*)ccc1Cl,9.848763465881348,5.514579772949219,4,1,5.489000000000003,79.37,1,4
496,c1cc(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc1C(=O)O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(*)ccc1C(=O)O,9.862531661987305,5.446728706359863,4,2,4.9691000000000045,99.60000000000001,1,4
843,FC(c1cc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(C(F)(F)F)c1)(F)F,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,FC(c1cc(C(=O)*)cc(C(F)(F)F)c1)(F)F,9.863638877868652,5.390693187713623,4,1,6.944300000000005,79.37,1,3
272,C(OC(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O)(C)(C)C,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(OC(=O)*)(C)(C)C,9.864495277404785,5.305721282958984,5,1,5.001400000000004,88.6,1,2
930,Oc1ccc(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,Oc1ccc(C*)cc1,9.86535358428955,5.5085954666137695,4,2,4.972100000000004,82.53,1,4
1043,c1(C)cc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc1C,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C)cc(C(*)=O)ccc1C,9.867457389831543,5.3898820877075195,4,1,5.523540000000004,79.37,1,3
797,C(c1ccc(OC)cc1)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(c1ccc(OC)cc1)(=O)*,9.87124252319336,5.502248287200928,5,1,4.915300000000005,88.6,1,4
126,C(c1cc(F)ccc1)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(c1cc(F)ccc1)(=O)*,9.874958038330078,5.393470764160156,4,1,5.045800000000003,79.37,1,3
1113,c1ccc(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1Cl,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1ccc(C*)cc1Cl,9.876195907592773,5.530129432678223,3,1,5.919900000000004,62.300000000000004,1,4
209,c1c(CC(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc(Cl)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(CC(=O)*)ccc(Cl)c1,9.879697799682617,5.514579772949219,4,1,5.489000000000004,79.37,1,4
1227,c1(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(C(F)(F)F)cc(C(F)(F)F)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C(*)=O)cc(C(F)(F)F)cc(C(F)(F)F)c1,9.880719184875488,5.390693187713623,4,1,6.944300000000004,79.37,1,3
919,C(c1ccccc1F)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(*)c1ccccc1F,9.882942199707031,5.637272834777832,3,1,5.405600000000004,62.300000000000004,1,4
792,C1C(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)CCC(O)C1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C1C(*)CCC(O)C1,9.88349723815918,4.750766754150391,4,2,4.369800000000004,82.53,1,3
220,O(C)c1cc(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(OC)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,O(C)c1cc(*)cc(OC)c1,9.90129280090332,5.4165143966674805,5,1,5.2881000000000045,80.76,1,5
1286,c1c(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)nccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(*)nccc1,9.90267562866211,5.3242034912109375,4,1,4.665900000000004,75.19,1,3
1139,C(=O)(c1ccccc1Cl)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(=O)c1ccccc1Cl,9.912704467773438,5.408544540405273,4,1,5.560100000000004,79.37,1,3
10,O=C(Cc1ccc(F)cc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,O=C(Cc1ccc(F)cc1)*,9.917523384094238,5.500999450683594,4,1,4.974700000000004,79.37,1,4
419,C(C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O)CC,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(C(=O)*)CC,9.925642013549805,5.524224758148193,4,1,4.3930000000000025,79.37,1,4
1182,c1(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc(-c2ccccc2)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C(*)=O)ccc(-c2ccccc2)cc1,9.926985740661621,5.359627723693848,4,1,6.573700000000005,79.37,1,4
906,C1(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c2ccccc2CCC1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C1(*)c2ccccc2CCC1,9.935857772827148,4.400219917297363,3,1,6.143900000000006,62.300000000000004,2,3
1019,C1(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)CCC1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C1(C(*)=O)CCC1,9.939998626708984,5.709903717041016,4,1,4.3930000000000025,79.37,1,3
476,C(C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O)c1ccc(F)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(C(*)=O)c1ccc(F)cc1,9.946355819702148,5.500999450683594,4,1,4.974700000000003,79.37,1,4
516,n1cccc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,n1cccc(C(*)=O)c1,9.947277069091797,5.445718765258789,5,1,4.301700000000003,92.25999999999999,1,3
898,c1(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc(C)c(C)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C(=O)*)ccc(C)c(C)c1,9.95308780670166,5.3898820877075195,4,1,5.523540000000004,79.37,1,3
439,C(#C)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(#C)C*,9.956581115722656,5.930540084838867,3,1,3.6995000000000022,62.300000000000004,1,3
487,Brc1ccc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,Brc1ccc(C(=O)*)cc1,9.95888900756836,5.42061710357666,4,1,5.669200000000004,79.37,1,3
1378,c1cc(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(C#N)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(C*)cc(C#N)c1,9.959126472473145,5.526267051696777,4,1,5.138180000000004,86.09,1,4
1393,C(=O)(c1ccccc1F)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(=O)(*)c1ccccc1F,9.959864616394043,5.445474624633789,4,1,5.045800000000003,79.37,1,3
551,c1ccc(C)c(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1ccc(C)c(C(=O)*)c1,9.972780227661133,5.2806196212768555,4,1,5.215120000000004,79.37,1,3
1252,c1c(Cl)ccc(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c1Cl,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(Cl)ccc(*)c1Cl,9.977447509765625,5.34371280670166,3,1,6.577700000000003,62.300000000000004,1,3
1015,C1(=O)CCC(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)C1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C1(=O)CCC(*)C1,9.978340148925781,4.206651210784912,4,1,4.187900000000003,79.37,2,3
509,C(c1c(Cl)cccc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(*)c1c(Cl)cccc1,9.980647087097168,5.553991317749023,3,1,5.919900000000004,62.300000000000004,1,4
204,c1cc(C)cc(C)c1N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(C)cc(C)c1*,9.9889497756958,5.290379524230957,3,1,5.887740000000004,62.300000000000004,1,3
1280,O=C(CN)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,O=C(*)CN,9.996175765991211,5.920254707336426,5,2,2.5516000000000005,105.39000000000001,1,3
596,c1cc(Cl)c(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(Cl)c(C*)cc1,10.001119613647461,5.553991317749023,3,1,5.919900000000004,62.300000000000004,1,4
616,C(=O)(Cc1ccc(O)cc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(=O)Cc1ccc(O)cc1,10.023757934570312,5.461911201477051,5,2,4.5412000000000035,99.6,1,4
1341,C(OC(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O)c1ccccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(OC(*)=O)c1ccccc1,10.040416717529297,4.8204474449157715,5,1,5.403100000000005,88.6,1,4
486,c1c(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(OC)ccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C*)c(OC)ccc1,10.0408353805542,5.530547142028809,4,1,5.275100000000005,71.53,1,5
1314,O=C(C1CCCC1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,O=C(C1CCCC1)*,10.04103946685791,5.713431358337402,4,1,4.783100000000005,79.37,1,3
1328,c1c(C)cc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(C)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C)cc(C(*)=O)c(C)c1,10.049869537353516,5.30970573425293,4,1,5.523540000000004,79.37,1,3
1381,O=C(CCC)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,O=C(*)CCC,10.051008224487305,5.524224758148193,4,1,4.393000000000003,79.37,1,4
29,C(=O)(c1cccc(OC)c1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(=O)(*)c1cccc(OC)c1,10.071396827697754,5.423052787780762,5,1,4.915300000000005,88.6,1,4
314,c1c(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cncc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C*)cncc1,10.079425811767578,5.485916614532471,4,1,4.661500000000004,75.19,1,4
747,C(F)(F)(CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O)F,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(F)(F)(C*)F,10.083979606628418,6.220871925354004,3,1,4.628600000000002,62.300000000000004,1,3
547,C(Cc1ccc(Cl)cc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(*)Cc1ccc(Cl)cc1,10.08554458618164,5.64442253112793,3,1,5.962400000000004,62.300000000000004,1,5
959,c1c(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cccc1C(F)(F)F,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C(=O)*)cccc1C(F)(F)F,10.090901374816895,5.33297061920166,4,1,5.925500000000004,79.37,1,3
1068,c1(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(Cl)ccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*c1cc(Cl)ccc1,10.093055725097656,5.282350540161133,3,1,5.924300000000004,62.300000000000004,1,3
981,c1(C)cc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(C)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C)cc(C(*)=O)c(C)cc1,10.096508026123047,5.30970573425293,4,1,5.523540000000004,79.37,1,3
1127,c1(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(F)cc(F)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*c1c(F)cc(F)cc1,10.098697662353516,5.50284481048584,3,1,5.549100000000004,62.300000000000004,1,3
465,c1ccccc1C1(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)CC1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1ccccc1C1(C(=O)*)CC1,10.101547241210938,5.543584823608398,4,1,5.324700000000004,79.37,1,4
847,c1cc(C)c(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(C)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(C)c(*)c(C)c1,10.102142333984375,5.2653279304504395,3,1,5.887740000000004,62.300000000000004,1,3
1045,C(CC)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(CC)(=O)*,10.10566234588623,5.650417804718018,4,1,4.002900000000003,79.37,1,3
1295,c1(Cl)cc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(Cl)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(Cl)cc(C(*)=O)cc(Cl)c1,10.105798721313477,5.428408622741699,4,1,6.213500000000003,79.37,1,3
473,C(Cc1ccc(OC)cc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(*)Cc1ccc(OC)cc1,10.107269287109375,5.563715934753418,4,1,5.317600000000005,71.53,1,6
910,C1NCCC(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)C1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C1NCCC(C*)C1,10.10826587677002,5.430776119232178,4,2,4.065900000000003,74.33000000000001,1,4
703,C(C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O)c1ccc(OC)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(C(=O)*)c1ccc(OC)cc1,10.116924285888672,5.505575656890869,5,1,4.844200000000003,88.60000000000001,1,5
869,O=C(c1cc(OC)ccc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,O=C(c1cc(OC)ccc1)*,10.118743896484375,5.423052787780762,5,1,4.915300000000005,88.6,1,4
829,C(=Cc1ccccc1)C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(=Cc1ccccc1)C(*)=O,10.129484176635742,5.493986129760742,4,1,5.306300000000004,79.37,1,4
773,C1(NC(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)CCCCC1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C1(NC(=O)*)CCCCC1,10.1323823928833,5.4861860275268555,4,2,5.108600000000004,91.4,1,3
1308,C(c1ccccc1)=CC(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(c1ccccc1)=CC(=O)*,10.142072677612305,5.493986129760742,4,1,5.306300000000004,79.37,1,4
114,c1c(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc(Cl)c1Cl,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C(*)=O)ccc(Cl)c1Cl,10.151010513305664,5.445155143737793,4,1,6.213500000000003,79.37,1,3
37,C1(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)CCN(C)CC1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C1(C*)CCN(C)CC1,10.154921531677246,5.393768310546875,4,1,4.408100000000004,65.54,1,4
296,O(Cc1ccccc1)C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,O(Cc1ccccc1)C(=O)*,10.162245750427246,4.8204474449157715,5,1,5.403100000000005,88.6,1,4
1161,C(=O)(N)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(=O)(N)*,10.16661262512207,5.250061988830566,4,2,3.1450000000000014,105.39000000000001,1,2
724,c1cc(F)c(F)cc1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(F)c(F)cc1C(=O)*,10.167304992675781,5.467032432556152,4,1,5.184900000000003,79.37,1,3
1261,C(=O)(c1c(C)cc(C)cc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(=O)c1c(C)cc(C)cc1,10.168088912963867,5.279580116271973,4,1,5.523540000000005,79.37,1,3
1194,c1(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc(Cl)c(Cl)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(*)ccc(Cl)c(Cl)c1,10.175372123718262,5.329216003417969,3,1,6.577700000000004,62.300000000000004,1,3
742,C(c1cccc(F)c1)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(*)(c1cccc(F)c1)=O,10.178860664367676,5.393470764160156,4,1,5.045800000000003,79.37,1,3
163,c1c(F)c(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc1C,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(F)c(*)ccc1C,10.1905517578125,5.25917387008667,3,1,5.718420000000004,62.300000000000004,1,3
1283,Cc1cc(C)cc(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,Cc1cc(C)cc(C*)c1,10.19392204284668,5.394150733947754,3,1,5.883340000000006,62.300000000000004,1,4
504,C1C(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)CCNC1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C1C(C*)CCNC1,10.197566986083984,5.430776119232178,4,2,4.065900000000003,74.33,1,4
546,C(c1ccc(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1)(=O)C,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(c1ccc(C*)cc1)(=O)C,10.197851181030273,5.486623287200928,4,1,5.4691000000000045,79.37,1,5
35,c1c(C)cc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(C)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C)cc(C(=O)*)c(C)c1,10.20380973815918,5.30970573425293,4,1,5.523540000000004,79.37,1,3
580,c1cc(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(OC)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(*)c(OC)cc1,10.24194049835205,5.373098373413086,4,1,5.279500000000005,71.53,1,4
